Nom du fichier xlsx,EACEI_2023_T3,Unnamed: 2,Unnamed: 3
NUMBER_EMPL,Taille en tranches d'effectifs,E250T499,250 à 499 salariés
NUMBER_EMPL,Taille en tranches d'effectifs,E_GE500,500 salariés et plus
NUMBER_EMPL,Taille en tranches d'effectifs,_T,Total
UNIT_MEASURE,Unité de mesure,EUR,Euros
UNIT_MEASURE,Unité de mesure,EUR_GWH,Euros par gigawattheure
UNIT_MEASURE,Unité de mesure,EUR_L,Euros par litre
UNIT_MEASURE,Unité de mesure,EUR_T,Euros par tonne
UNIT_MEASURE,Unité de mesure,GWH,Gigawattheure
UNIT_MEASURE,Unité de mesure,L,Litre
UNIT_MEASURE,Unité de mesure,PT,Pourcentage
UNIT_MEASURE,Unité de mesure,T,Tonne
UNIT_MEASURE,Unité de mesure,TOE,Tonnes d'équivalent pétrole
UNIT_MEASURE,Unité de mesure,_Z,Nombre
